provider_sk,provider_id,speciality,npi_number
730,PROV0160,Orthopedics,3752779411
731,PROV0475,Internal Medicine,2586975074
732,PROV0032,Cardiology,2196133300
733,PROV0261,Orthopedics,6117726229
734,PROV0045,General Practice,3246299728
735,PROV0242,Oncology,5149392282
736,PROV0459,Neurology,4067922594
737,PROV0474,Oncology,7294682077
738,PROV0418,General Practice,1636097875
739,PROV0086,Surgery,8530797891
740,PROV0455,Internal Medicine,6336396518
741,PROV0208,Orthopedics,7491083384
742,PROV0295,General Practice,5059433752
743,PROV0276,Dermatology,2391696023
744,PROV0280,Pediatrics,2216566854
745,PROV0069,General Practice,3516998226
746,PROV0336,Orthopedics,3207051217
747,PROV0379,General Practice,5831935492
748,PROV0099,Internal Medicine,5749446778
749,PROV0440,Internal Medicine,1289777329
750,PROV0402,Cardiology,4452085105
751,PROV0256,Orthopedics,9626028445
752,PROV0149,General Practice,9604846477
753,PROV0251,Cardiology,7715666629
754,PROV0467,General Practice,2905400584
755,PROV0036,Internal Medicine,3584792477
756,PROV0444,General Practice,1057261028
757,PROV0100,Orthopedics,3192009441
758,PROV0474,Surgery,3246313242
759,PROV0446,General Practice,7210834637
760,PROV0019,Orthopedics,4756770259
761,PROV0247,General Practice,6420170662
762,PROV0326,Oncology,5245066740
763,PROV0201,Pediatrics,7439723777
764,PROV0093,Pediatrics,2972595701
765,PROV0442,Internal Medicine,3575794488
766,PROV0189,Oncology,4623493312
767,PROV0357,Orthopedics,6277207905
768,PROV0068,Internal Medicine,7228737979
769,PROV0487,General Practice,7426649253
770,PROV0264,Cardiology,1298800438
771,PROV0246,Orthopedics,8823362981
772,PROV0147,Neurology,2767068072
773,PROV0034,Internal Medicine,7339235010
774,PROV0474,General Practice,4248891323
775,PROV0355,Internal Medicine,6432077137
776,PROV0392,General Practice,4195602555
777,PROV0339,Surgery,1822079741
778,PROV0472,Neurology,3473364748
779,PROV0047,General Practice,5061922153
780,PROV0311,Surgery,4295847638
781,PROV0014,Orthopedics,7329776161
782,PROV0198,Pediatrics,7089603457
783,PROV0433,Pediatrics,5161925129
784,PROV0459,Cardiology,3915950615
785,PROV0424,General Practice,5509378796
786,PROV0024,Cardiology,5843952916
787,PROV0268,Oncology,8913914275
788,PROV0462,General Practice,5631451414
789,PROV0047,Neurology,5937232732
790,PROV0450,Pediatrics,6419861418
791,PROV0454,Orthopedics,9981482631
792,PROV0212,Orthopedics,7661835588
793,PROV0431,General Practice,8947066802
794,PROV0016,Radiology,3898779686
795,PROV0256,General Practice,5379781943
796,PROV0459,Oncology,5352205954
797,PROV0241,General Practice,3995471444
798,PROV0393,Radiology,3919607557
799,PROV0452,Cardiology,2063863720
800,PROV0368,Cardiology,7887628561
801,PROV0169,General Practice,3378469377
802,PROV0276,Surgery,8157863151
803,PROV0246,Orthopedics,6518042438
804,PROV0348,Surgery,6883896176
805,PROV0468,Oncology,3165938463
806,PROV0164,Internal Medicine,2917557995
807,PROV0094,Neurology,3434326611
808,PROV0460,Internal Medicine,1551002642
809,PROV0068,Oncology,6096029843
810,PROV0187,General Practice,8492969271
811,PROV0089,General Practice,9575167054
812,PROV0311,Internal Medicine,7120700423
813,PROV0500,Surgery,2704552653
814,PROV0284,Orthopedics,7304491135
815,PROV0334,General Practice,5497254365
816,PROV0316,Oncology,7954909994
817,PROV0458,Dermatology,5236784447
818,PROV0484,Radiology,1673617266
819,PROV0092,Internal Medicine,9666432748
820,PROV0041,Internal Medicine,4122094902
821,PROV0460,Internal Medicine,3697881761
822,PROV0314,General Practice,4276631717
823,PROV0451,Cardiology,4903238979
824,PROV0398,Cardiology,2840099578
825,PROV0316,General Practice,5865743899
826,PROV0324,Internal Medicine,7517978762
827,PROV0058,General Practice,2078146989
828,PROV0345,Internal Medicine,4825726224
829,PROV0356,Internal Medicine,7098115198
830,PROV0057,Surgery,4417116461
831,PROV0172,Pediatrics,7571840747
832,PROV0134,General Practice,9363973556
833,PROV0431,General Practice,8999022735
834,PROV0459,Internal Medicine,7199091713
835,PROV0170,Surgery,9732290927
836,PROV0413,Radiology,9224944053
837,PROV0178,Oncology,4216160085
838,PROV0035,Dermatology,1401952342
839,PROV0259,Internal Medicine,8555191420
840,PROV0374,Orthopedics,2655366954
841,PROV0006,Surgery,8759545094
842,PROV0443,Radiology,7430443818
843,PROV0476,Internal Medicine,2329885277
844,PROV0114,Orthopedics,1580765692
845,PROV0184,Oncology,7362242364
846,PROV0460,Neurology,3203926297
847,PROV0309,Internal Medicine,2638270067
848,PROV0183,Oncology,6910919999
849,PROV0208,Orthopedics,6887585438
850,PROV0477,Orthopedics,6729866950
851,PROV0057,General Practice,4720637219
852,PROV0091,Dermatology,3132596491
853,PROV0062,Surgery,5189661067
854,PROV0428,General Practice,4185926629
855,PROV0348,Orthopedics,1393185093
856,PROV0082,Internal Medicine,7920985744
857,PROV0250,Dermatology,4538480617
858,PROV0278,General Practice,4959272307
859,PROV0312,Orthopedics,9269624483
860,PROV0340,Surgery,5984880443
861,PROV0234,Internal Medicine,8068713462
862,PROV0191,Surgery,7159409757
863,PROV0238,Neurology,8986663424
864,PROV0232,Neurology,6462088431
865,PROV0221,Neurology,3741466794
866,PROV0181,Surgery,9031083886
867,PROV0149,Radiology,1351697860
868,PROV0300,Orthopedics,5387184749
869,PROV0327,General Practice,2476525490
870,PROV0468,Radiology,8526935437
871,PROV0209,General Practice,6970785970
872,PROV0391,Internal Medicine,4499033546
873,PROV0144,Neurology,7715496759
874,PROV0451,Surgery,8465787606
875,PROV0172,Internal Medicine,4929783380
876,PROV0255,General Practice,4183282939
877,PROV0220,Surgery,8743342910
878,PROV0416,Dermatology,2845464509
879,PROV0241,Internal Medicine,5727408402
880,PROV0355,General Practice,7631346138
881,PROV0370,General Practice,6590754085
882,PROV0224,Cardiology,3319842851
883,PROV0148,Internal Medicine,9115286128
884,PROV0263,Orthopedics,6221129799
885,PROV0205,Cardiology,8873164823
886,PROV0489,Oncology,6685339630
887,PROV0322,General Practice,1000112705
888,PROV0018,Orthopedics,6559495209
889,PROV0167,Neurology,7204638204
890,PROV0269,General Practice,3659437855
891,PROV0274,Internal Medicine,8433140126
892,PROV0097,Neurology,2464594592
893,PROV0094,Surgery,9036556065
894,PROV0319,General Practice,3821427463
895,PROV0302,General Practice,5368104049
896,PROV0457,Dermatology,3479024990
897,PROV0101,General Practice,1847751325
898,PROV0135,Internal Medicine,4264476389
899,PROV0341,Surgery,7848192391
900,PROV0264,Pediatrics,1297691648
901,PROV0197,Internal Medicine,7509738355
902,PROV0110,Orthopedics,6075889902
903,PROV0119,Internal Medicine,2340105083
904,PROV0099,Surgery,9635729264
905,PROV0459,General Practice,8451385841
906,PROV0353,Surgery,3202010966
907,PROV0307,Neurology,7150592173
908,PROV0259,Pediatrics,7433327410
909,PROV0176,Pediatrics,2804787150
910,PROV0245,General Practice,6521373842
911,PROV0477,Neurology,9292594782
912,PROV0391,Internal Medicine,3369999530
913,PROV0065,Internal Medicine,5108311846
914,PROV0208,Internal Medicine,9444323622
915,PROV0161,Pediatrics,7652534694
916,PROV0250,Radiology,9098777215
917,PROV0229,Neurology,9322555419
918,PROV0418,Orthopedics,1414974249
919,PROV0089,Cardiology,6200321486
920,PROV0049,Internal Medicine,3797282589
921,PROV0241,Internal Medicine,4566406533
922,PROV0157,Pediatrics,7359084992
923,PROV0345,Oncology,6798195796
924,PROV0037,Dermatology,6231378165
925,PROV0458,Pediatrics,8757971093
926,PROV0397,Internal Medicine,7049267117
927,PROV0453,Dermatology,7912898385
928,PROV0402,Internal Medicine,7304052751
929,PROV0275,General Practice,4704470930
930,PROV0276,General Practice,1839248668
931,PROV0114,Internal Medicine,6944963624
932,PROV0003,Radiology,7901994280
933,PROV0110,Cardiology,2431635752
934,PROV0069,Internal Medicine,1627035232
935,PROV0433,Orthopedics,1747770659
936,PROV0484,General Practice,8532504431
937,PROV0050,Internal Medicine,3930538213
938,PROV0057,General Practice,5997624478
939,PROV0283,Dermatology,5772010628
940,PROV0499,Orthopedics,3917925282
941,PROV0408,General Practice,5878496358
942,PROV0490,Orthopedics,3338679788
943,PROV0136,General Practice,1589967976
944,PROV0157,General Practice,6001571689
945,PROV0066,General Practice,4830800171
946,PROV0124,Neurology,5292017431
947,PROV0233,Cardiology,9914354086
948,PROV0270,Pediatrics,1909057990
949,PROV0249,Surgery,2753830533
950,PROV0175,Dermatology,8185499831
951,PROV0307,General Practice,3015795677
952,PROV0410,Orthopedics,4698790328
953,PROV0246,Surgery,9109214862
954,PROV0007,Neurology,5299188730
955,PROV0028,Surgery,3359759976
956,PROV0165,Cardiology,9785294992
957,PROV0474,General Practice,6464477161
958,PROV0357,Internal Medicine,3419771493
959,PROV0327,Internal Medicine,8625308997
960,PROV0014,Neurology,1093450639
961,PROV0328,Orthopedics,2626078348
962,PROV0321,General Practice,2919594079
963,PROV0299,Internal Medicine,5432809125
964,PROV0080,Internal Medicine,9981886266
965,PROV0455,Pediatrics,5108677069
966,PROV0431,Oncology,9760988393
967,PROV0276,General Practice,1930266173
968,PROV0051,Orthopedics,5498096177
969,PROV0046,General Practice,6483293282
970,PROV0294,Internal Medicine,9520804610
971,PROV0052,General Practice,6434156923
972,PROV0359,General Practice,9627426786
973,PROV0056,Surgery,5193573640
974,PROV0193,Neurology,8750384447
975,PROV0201,Cardiology,2204832517
976,PROV0238,Internal Medicine,6884110587
977,PROV0420,Cardiology,4612406809
978,PROV0344,Pediatrics,8404424221
979,PROV0132,Internal Medicine,3216914687
980,PROV0391,Surgery,2099153966
981,PROV0174,Surgery,2009442388
982,PROV0362,General Practice,1280618497
983,PROV0042,Internal Medicine,3495856149
984,PROV0356,Oncology,9395359815
985,PROV0098,Internal Medicine,5483588292
986,PROV0051,Oncology,1123144428
987,PROV0217,Internal Medicine,8291367168
988,PROV0403,Surgery,8256042975
989,PROV0200,Internal Medicine,1139336383
990,PROV0162,General Practice,4972754305
991,PROV0056,Internal Medicine,5028868890
992,PROV0247,Neurology,2835576664
993,PROV0314,Radiology,8024039857
994,PROV0134,Cardiology,5611988500
995,PROV0273,Internal Medicine,9871034708
996,PROV0485,Radiology,2866011410
997,PROV0352,Internal Medicine,5729097500
998,PROV0175,Internal Medicine,5953946207
999,PROV0424,Cardiology,8247707365
1000,PROV0027,Pediatrics,4414094718
1001,PROV0193,Surgery,1871940108
1002,PROV0218,Orthopedics,4744829245
1003,PROV0030,Oncology,8133531590
1004,PROV0125,General Practice,9290810930
1005,PROV0257,General Practice,8044083466
1006,PROV0351,Orthopedics,7863830539
1007,PROV0139,Oncology,2018411529
1008,PROV0266,Neurology,1093323602
1009,PROV0163,Internal Medicine,9306103436
1010,PROV0076,Internal Medicine,3114527857
1011,PROV0340,Orthopedics,6628471452
1012,PROV0163,Neurology,2890055280
1013,PROV0065,General Practice,9537282034
1014,PROV0350,General Practice,5484154882
1015,PROV0236,Surgery,8476357964
1016,PROV0390,Orthopedics,4778619537
1017,PROV0138,General Practice,2784988320
1018,PROV0345,General Practice,9753738539
1019,PROV0228,Oncology,7826103431
1020,PROV0195,Internal Medicine,1337870249
1021,PROV0124,Orthopedics,7032263558
1022,PROV0358,Internal Medicine,2725713935
1023,PROV0052,Surgery,4738018651
1024,PROV0408,Internal Medicine,4991381398
1025,PROV0261,Oncology,5442385523
1026,PROV0439,Internal Medicine,1772742058
1027,PROV0270,Neurology,2215976642
1028,PROV0376,General Practice,6077368027
1029,PROV0116,Pediatrics,3383003895
1030,PROV0482,Orthopedics,9352687219
1031,PROV0111,Oncology,1311377288
1032,PROV0048,Pediatrics,6324789396
1033,PROV0409,Surgery,1482449732
1034,PROV0385,Internal Medicine,8795541407
1035,PROV0237,Surgery,5950234269
1036,PROV0244,General Practice,5287183405
1037,PROV0491,Dermatology,1282534609
1038,PROV0293,General Practice,6883745854
1039,PROV0285,General Practice,1200061244
1040,PROV0327,Internal Medicine,7661553231
1041,PROV0400,Internal Medicine,9459996081
1042,PROV0161,General Practice,4848677116
1043,PROV0380,Internal Medicine,4349827219
1044,PROV0373,General Practice,9334237032
1045,PROV0215,Oncology,3224285846
1046,PROV0281,Internal Medicine,3163765877
1047,PROV0348,Internal Medicine,2564463019
1048,PROV0051,General Practice,2777247139
1049,PROV0413,Internal Medicine,8920927557
1050,PROV0446,General Practice,5407298681
1051,PROV0340,General Practice,7612676989
1052,PROV0111,Orthopedics,5035333815
1053,PROV0121,General Practice,4155923271
1054,PROV0167,Orthopedics,3887401983
1055,PROV0300,General Practice,4743089153
1056,PROV0423,Pediatrics,3383295175
1057,PROV0119,Orthopedics,4037281531
1058,PROV0164,Oncology,3290848319
1059,PROV0093,General Practice,5379514485
1060,PROV0390,General Practice,2823113402
1061,PROV0307,Internal Medicine,6993802215
1062,PROV0441,General Practice,6279490515
1063,PROV0473,Internal Medicine,4277180555
1064,PROV0345,Internal Medicine,1582308762
1065,PROV0498,General Practice,5057511900
1066,PROV0268,Internal Medicine,4322965255
1067,PROV0232,Internal Medicine,1308145402
1068,PROV0257,Surgery,5167075960
1069,PROV0043,Dermatology,7595270556
1070,PROV0040,Oncology,3309442532
1071,PROV0092,Surgery,7343573210
1072,PROV0060,Radiology,8776030834
1073,PROV0158,General Practice,6659271438
1074,PROV0347,Cardiology,9847236694
1075,PROV0069,Orthopedics,9132400606
1076,PROV0360,Dermatology,7037483133
1077,PROV0221,Internal Medicine,5890668986
1078,PROV0430,Radiology,9763924736
1079,PROV0465,Cardiology,4421770518
1080,PROV0071,Pediatrics,3114777000
1081,PROV0452,Pediatrics,8401517038
1082,PROV0112,Orthopedics,9664117707
1083,PROV0184,Oncology,5189014188
1084,PROV0168,Orthopedics,9933106764
1085,PROV0334,Radiology,8841158602
1086,PROV0466,Internal Medicine,8570188145
1087,PROV0232,Pediatrics,6660449120
1088,PROV0187,Dermatology,6615193570
1089,PROV0284,Internal Medicine,8252791110
1090,PROV0354,Orthopedics,9097242417
1091,PROV0440,Dermatology,4831577751
1092,PROV0228,General Practice,9230379776
1093,PROV0360,Surgery,3872869903
1094,PROV0283,Cardiology,2902402298
1095,PROV0300,Dermatology,6197051742
1096,PROV0453,Dermatology,2575670484
1097,PROV0070,General Practice,6716318196
1098,PROV0447,Internal Medicine,9984310122
1099,PROV0224,Cardiology,4011521567
1100,PROV0236,Pediatrics,4653499822
1101,PROV0061,Cardiology,9102027594
1102,PROV0250,Dermatology,4429274125
1103,PROV0161,General Practice,2678130809
1104,PROV0268,Orthopedics,6970348040
1105,PROV0131,Cardiology,3635558176
1106,PROV0033,General Practice,7987046365
1107,PROV0073,Internal Medicine,5835055596
1108,PROV0289,General Practice,5178515652
1109,PROV0013,Orthopedics,4651619411
1110,PROV0150,Radiology,6371029143
1111,PROV0285,General Practice,1114895265
1112,PROV0095,Cardiology,1410681138
1113,PROV0110,Neurology,6357975883
1114,PROV0406,Radiology,9739058916
1115,PROV0413,General Practice,7676947686
1116,PROV0046,Cardiology,4859334996
1117,PROV0352,Radiology,1758841482
1118,PROV0299,Radiology,6992851961
1119,PROV0172,Internal Medicine,1469577494
1120,PROV0088,Orthopedics,6057289869
1121,PROV0313,Surgery,2538923530
1122,PROV0370,General Practice,8611617406
1123,PROV0024,Orthopedics,4584422412
1124,PROV0302,Cardiology,4157050354
1125,PROV0036,Internal Medicine,5026103435
1126,PROV0485,Surgery,9152427154
1127,PROV0141,Surgery,7391479856
1128,PROV0103,General Practice,9944685714
1129,PROV0257,General Practice,3624502466
1130,PROV0470,Surgery,3380007984
1131,PROV0202,General Practice,1897319536
1132,PROV0049,Surgery,9263043976
1133,PROV0247,Internal Medicine,8964779764
1134,PROV0203,Cardiology,4414757499
1135,PROV0124,Cardiology,7359657696
1136,PROV0391,Orthopedics,9327664662
1137,PROV0074,Cardiology,4895968722
1138,PROV0189,Surgery,5427653533
1139,PROV0389,General Practice,6372270936
1140,PROV0049,Internal Medicine,2708333790
1141,PROV0191,Radiology,2306897515
1142,PROV0396,Cardiology,5589961756
1143,PROV0072,Internal Medicine,8875507525
1144,PROV0469,General Practice,7085969035
1145,PROV0411,General Practice,8019212452
1146,PROV0471,General Practice,9372833155
1147,PROV0188,Internal Medicine,9087020457
1148,PROV0119,Internal Medicine,6262350433
1149,PROV0394,Pediatrics,1978106950
1150,PROV0251,Orthopedics,5437196375
1151,PROV0128,Internal Medicine,2212777133
1152,PROV0024,Neurology,9519231948
1153,PROV0178,Neurology,7347094531
1154,PROV0049,Dermatology,7223731358
1155,PROV0246,Pediatrics,4183099201
1156,PROV0380,Radiology,4731673448
1157,PROV0306,Internal Medicine,1501848164
1158,PROV0067,Neurology,2675454742
1159,PROV0102,Orthopedics,6936252458
1160,PROV0204,Pediatrics,9614280353
1161,PROV0121,Surgery,6902686873
1162,PROV0460,Cardiology,5765433577
1163,PROV0272,Dermatology,3910193111
1164,PROV0023,General Practice,8774394617
1165,PROV0478,General Practice,4480605730
1166,PROV0097,Surgery,7155052219
1167,PROV0169,Neurology,7384067194
1168,PROV0226,Internal Medicine,6153403805
1169,PROV0055,Cardiology,2702894051
1170,PROV0304,Internal Medicine,9571142541
1171,PROV0201,Cardiology,6974748133
1172,PROV0137,Pediatrics,3892712166
1173,PROV0429,Surgery,5556923043
1174,PROV0487,Dermatology,8388061115
1175,PROV0114,Orthopedics,7861196441
1176,PROV0243,Internal Medicine,7574784379
1177,PROV0381,Radiology,9847908526
1178,PROV0103,General Practice,2942146339
1179,PROV0418,General Practice,4417683124
1180,PROV0286,Internal Medicine,1321812565
1181,PROV0484,Neurology,4111551108
1182,PROV0431,Internal Medicine,6148601190
1183,PROV0425,General Practice,6122179623
1184,PROV0044,Neurology,3686509738
1185,PROV0453,Cardiology,7531049028
1186,PROV0420,Pediatrics,5414996766
1187,PROV0486,Dermatology,1158981058
1188,PROV0430,Orthopedics,1057121436
1189,PROV0475,Internal Medicine,7876369170
1190,PROV0363,Internal Medicine,7565266285
1191,PROV0243,General Practice,2730284956
1192,PROV0021,General Practice,1525007754
1193,PROV0309,Cardiology,3502708071
